SOC,T_degC,V_Vsrc0_V,R_R0_Ohm,R_R1_Ohm,C_C1_F,R_R2_Ohm,C_C2_F
0.6,45,3.78967137784744,0.0143134319117035,0.00132040983602094,3788.54060800608,0.011925276624837,3052.30957149212
0.59,45,3.7775151776838,0.0142497202523672,0.00127602858637881,3919.9218497391,0.0116290738046868,3144.20006399456
0.58,45,3.76545231429994,0.0141935749206277,0.00121995516210565,4105.68220710259,0.0113003393944886,3235.98613550068
0.57,45,3.75363569855139,0.0141498421399061,0.00114470073988358,4380.65143606506,0.0109182369512533,3327.60090449213
0.56,45,3.74219394520721,0.0141120843113893,0.00107103317217124,4680.33439517656,0.0105394304058642,3414.21890258943
0.55,45,3.73121990909748,0.0140838045459067,0.000999882830798709,5019.22072933249,0.0101658521412158,3492.91052606853
0.54,45,3.7207656673611,0.0140579409281713,0.000936049477708778,5350.13733560105,0.00981702695986224,3561.29816413513
0.53,45,3.71084600736129,0.0140357843582823,0.000883442435463473,5668.8261455202,0.00950617994612327,3613.87660055872
0.52,45,3.70144475986787,0.0140129161217299,0.000845107254566038,5910.25384714188,0.00921699489234421,3663.23529084692
0.51,45,3.69252484213622,0.0139889915494734,0.000827955975458268,6037.00192215841,0.00895996295589001,3707.81487179139
